,Holding Period Returns,,,,,,,
DATE,MSFT,XOM,GE,JPM,INTC,C,VWRETD,SPRTRN
21.01.11,-0.01173,0.01582,0.07108,0.012067,-0.00621,0.01875,0.001269,0.002414
24.01.11,0.012848,-0.00494,0.015198,-0.00596,0.020173,-0.00614,0.006285,0.005836
25.01.11,0.002467,0.001145,-0.00299,-0.00333,0.014595,-0.00823,-0.00044,0.000263
26.01.11,0.011599,0.012456,-0.003,0.002452,0.009281,-0.00208,0.00733,0.004221
27.01.11,0.003127,0.002762,0.018072,0.002668,0,0.004158,0.002122,0.002244
28.01.11,-0.03876,-0.01114,-0.00395,-0.01242,-0.01333,-0.02277,-0.01721,-0.01785
31.01.11,-0.00094,0.021395,-0.00297,0.008981,0,0.021187,0.00762,0.007663
01.02.11,0.009648,0.040035,0.032771,0.022029,0.000932,0.016597,0.017011,0.016694
02.02.11,-0.00188,-0.00596,-0.00433,-0.01045,0.003724,-0.0102,-0.00222,-0.00272
03.02.11,-0.01038,0.00036,0.001931,0.00022,0.008868,-0.00825,0.002926,0.002354
04.02.11,0.00434,-0.00192,-0.00916,-0.01914,0.0051,0.002079,0.002168,0.002884
07.02.11,0.015394,0.007805,0.015078,0.020408,0.000461,0.016597,0.006122,0.00624
08.02.11,0.003014,-0.00608,0.019645,0.005275,-0.00254,-0.00204,0.004562,0.004185
09.02.11,-0.01105,-0.00518,0.00141,-0.01377,-0.00809,-0.01023,-0.00343,-0.00279
10.02.11,-0.0168,0.007874,-0.00188,0.009311,0.015843,-0.0124,0.001331,0.00075
11.02.11,-0.00909,-0.00457,0.002821,0.022842,-0.00184,0.02092,0.006107,0.005507
14.02.11,-0.00073,0.025235,0.00797,-0.00064,-0.00873,0.006147,0.00339,0.002385
15.02.11,-0.00404,-0.02285,-0.00186,0.006016,-0.00556,0,-0.00319,-0.00324
16.02.11,0.002226,0.008678,-0.00093,0.023921,0.013986,-0.00204,0.007512,0.006257
17.02.11,0.007032,0.00227,0.003731,-0.0025,0.010115,0.008163,0.003948,0.003076
18.02.11,-0.00551,0.007392,-0.00372,0.003764,0.007738,-0.00607,0.001227,0.001925
22.02.11,-0.01737,0.011124,-0.02892,-0.04146,-0.01491,-0.04481,-0.02104,-0.02053
23.02.11,0,0.019078,-0.02161,-0.00109,-0.03026,0.002132,-0.00655,-0.00611
24.02.11,0.006769,-0.01263,0.017182,-0.00109,0.006383,-0.00213,-0.00013,-0.00099
25.02.11,-0.00822,-0.00733,0.011662,0.016772,0.027014,0.002132,0.012918,0.01055
28.02.11,0.00113,0.002226,0.004803,0.000214,-0.01784,-0.00426,0.005333,0.005561
01.03.11,-0.0158,-0.00854,-0.03203,-0.02335,-0.00373,-0.0235,-0.01489,-0.01574
02.03.11,-0.00315,0.003302,0.003457,-0.00855,0.004675,0.006564,0.00283,0.001615
03.03.11,0.004698,0.008698,0.021161,0.019244,0.01396,0.017391,0.016072,0.017219
04.03.11,-0.00945,-0.00862,-0.01831,-0.01215,-0.01056,-0.02992,-0.00589,-0.00738
07.03.11,-0.00896,-0.00423,0.000491,-0.00725,-0.01623,-0.00441,-0.0094,-0.00834
08.03.11,0.007387,-0.00142,0.012144,0.026776,-0.00377,0.026549,0.008078,0.008923
09.03.11,-0.00077,-0.0026,0.000121,0.003448,0.003313,0.002155,-0.00243,-0.00136
10.03.11,-0.01854,-0.03555,-0.02569,-0.02212,-0.01934,-0.02366,-0.01977,-0.01887
11.03.11,0.010626,0.009093,0.012935,0.004612,0.003848,0.006608,0.00695,0.00708
14.03.11,0.000389,0.003166,-0.02161,-0.00962,-0.00144,-0.00657,-0.00547,-0.00605
15.03.11,-0.01168,-0.01202,-0.01556,-0.01523,-0.03167,-0.02203,-0.01114,-0.0112
16.03.11,-0.02363,-0.02556,-0.03366,-0.01793,-0.01846,-0.01126,-0.01663,-0.0195
17.03.11,-0.0004,0.023326,0.014248,0.017119,0.00467,0.013667,0.012207,0.013398
18.03.11,0.000807,-0.00382,0.001561,0.026481,0.001508,0.011236,0.004853,0.004302
21.03.11,0.021371,0.024613,0.024416,-0.00241,0.013046,-0.015,0.016431,0.014994
22.03.11,-0.00138,-0.00338,-0.01166,-0.00351,-0.00223,-0.00282,-0.00324,-0.00355
23.03.11,0.009686,0.000485,0.002052,0.002859,0.007198,-0.00453,0.002867,0.002914
24.03.11,0.010572,0.001574,0.012801,0.002851,0.004436,0.006818,0.00854,0.009341
25.03.11,-0.00736,0.010758,-0.00152,0.002843,-0.00049,0.006772,0.00313,0.003161
28.03.11,-0.0082,-0.00179,0,0.002181,-0.00147,-0.00673,-0.00332,-0.00275
29.03.11,0.003148,-0.00264,0.00557,0.001306,-0.00295,0.004515,0.007158,0.00706
30.03.11,0.004708,0.014895,0.012588,0.009344,0.008876,0,0.008221,0.006685
31.03.11,-0.00859,-0.00426,-0.00298,-0.00754,-0.01369,-0.00674,-0.0006,-0.00183
01.04.11,0.003545,0.006538,0.014464,0.005423,-0.0228,0.006787,0.005456,0.004963
04.04.11,0.002747,0.002244,0.009341,0.005178,-0.01166,-0.00449,0.001162,0.000345
05.04.11,0.009002,0.00648,-0.00974,0.005179,0.011288,0.009029,0.001331,-0.00018
06.04.11,0.014352,-0.00281,0.010821,0.022756,0.012177,0.026846,0.001737,0.002184
07.04.11,0.001912,0.006809,-0.00973,-0.00504,0.00401,-0.00218,-0.00226,-0.00152
08.04.11,-0.00496,0.002215,-0.00786,-0.01181,-0.0005,-0.00437,-0.00339,-0.004
11.04.11,-0.00345,-0.00919,-0.0005,0.000427,0.004995,-0.00658,-0.00472,-0.00279
12.04.11,-0.01309,-0.02325,-0.00842,-0.0047,-0.01789,0.004415,-0.00924,-0.00778
13.04.11,-0.00039,-0.00024,-0.0035,-0.00836,0.001012,-0.01099,0.001303,0.00019
14.04.11,-0.00819,0.003367,0.003009,-0.02768,-0.01011,-0.01556,0.000539,0.000084
15.04.11,-0.00197,0.010187,0.002,-0.00178,0.008682,-0.00226,0.003963,0.003925
18.04.11,-0.01143,-0.01412,-0.00299,-0.02072,-0.00658,0,-0.01161,-0.01102
19.04.11,0.002791,0.008424,0.01451,0.015698,0.012232,0.024887,0.00572,0.005731
20.04.11,0.024254,0.022076,0.006418,-0.00202,0.078046,0.00883,0.014266,0.013515
21.04.11,-0.00932,0.00829,-0.02206,0.002693,0.002335,-0.00438,0.005868,0.005277
25.04.11,0.003527,-0.00162,-0.00301,-0.00157,0.022367,-0.00659,-0.00184,-0.00159
26.04.11,0.022647,0.013918,0.010558,0.011432,0.024613,-0.00221,0.008147,0.00898
27.04.11,0.007255,0.004118,0.027363,0.008422,0.006673,0,0.00616,0.00625
28.04.11,0.012509,-0.00501,-0.00242,0.007692,0.007512,0.017738,0.00294,0.003555
29.04.11,-0.02958,0.007328,-0.00728,-0.0048,0.015351,0,0.003121,0.002301
02.05.11,-0.01003,-0.01148,0.001467,-0.00986,-0.01037,-0.02179,-0.00357,-0.00175
03.05.11,0.005846,-0.01552,0.007812,0.016379,0.013968,0.006682,-0.00664,-0.00338
04.05.11,0.009686,-0.00946,-0.01793,-0.00915,0.019423,-0.00111,-0.00796,-0.00686
05.05.11,-0.01036,-0.02582,-0.01825,-0.00725,0.004681,-0.00775,-0.00945,-0.00907
06.05.11,0.003102,0.000847,0.005528,-0.00288,-0.01525,0.008929,0.004605,0.00382
09.05.11,-0.00155,0.005926,0.002998,-0.00178,-0.02108,-0.02301,0.006144,0.004544
10.05.11,-0.00619,0.001923,0.01146,0.004448,0.011863,0.000906,0.008469,0.008074
11.05.11,-0.01208,-0.021,-0.01035,-0.02059,0.0165,-0.02896,-0.01223,-0.01111
12.05.11,-0.00158,-0.00086,0.002489,-0.00317,0.012601,-0.01165,0.004028,0.004895
13.05.11,-0.01145,-0.00222,-0.01241,-0.02132,-0.01245,-0.02098,-0.0089,-0.00807
16.05.11,-0.01838,-0.00779,-0.00654,-0.00626,0.009825,-0.00819,-0.00695,-0.0062
17.05.11,0.004477,0.002119,-0.0086,0.021688,-0.00381,0.008497,-0.00063,-0.00037
18.05.11,0.006933,0.01654,0.008678,0.006163,0.014013,-0.00722,0.010736,0.008804
19.05.11,0.001013,0.007218,0.010121,-0.00182,-0.01424,0.003395,0.002341,0.002178
20.05.11,-0.0091,-0.00923,-0.01703,-0.01977,-0.01359,-0.0087,-0.00679,-0.00769
23.05.11,-0.01307,-0.01103,-0.01172,-0.01345,-0.0155,-0.02097,-0.013,-0.01193
24.05.11,-0.00083,0.007686,-0.01496,-0.00494,-0.01094,0.008715,-0.00039,-0.00083
25.05.11,0.001656,0.008242,0.006283,-0.00165,0.003096,-0.0042,0.005075,0.003183
26.05.11,0.019843,0.005246,0.010406,0.004258,-0.00794,-0.00273,0.005325,0.003953
27.05.11,0.003648,0.002913,0.00103,0.008009,-0.01289,0.018647,0.00511,0.004081
31.05.11,0.010097,0.010166,0.010288,0.010516,0.013507,0.004393,0.010286,0.010593
01.06.11,-0.02319,-0.01725,-0.02597,-0.03423,-0.02266,-0.03645,-0.02307,-0.02279
02.06.11,-0.0086,-0.00853,-0.00209,-0.00359,0.003864,0.009079,-0.00063,-0.00123
03.06.11,-0.01301,-0.00184,-0.01414,-0.00096,-0.01607,-0.004,-0.00929,-0.00973
06.06.11,0.004392,-0.01096,-0.01913,-0.02502,0.004556,-0.04467,-0.01245,-0.01076
07.06.11,0.002082,-0.00361,0.001083,0.004688,0.010582,-0.01287,0.000282,-0.00096
08.06.11,-0.00499,0.0095,0.001623,-0.0081,-0.01088,-0.02049,-0.00597,-0.00419
09.06.11,0.000835,0.005201,0.003782,0.014608,-0.00275,0.02608,0.007448,0.007378
10.06.11,-0.01064,-0.01725,-0.01399,0.001708,-0.01746,0.003971,-0.01408,-0.01398
13.06.11,0.014132,-0.00689,0.003821,0.015104,0.000234,0.032964,-0.0009,0.000669
14.06.11,0.007487,0.014515,0.011419,-0.00156,0.020341,-0.00996,0.013861,0.012612
15.06.11,-0.01982,-0.0214,-0.01129,-0.02223,-0.01833,-0.02011,-0.01729,-0.01743
16.06.11,0.010741,0.007119,0.010876,-0.00787,0,-0.00974,-0.00011,0.001754
17.06.11,0.011044,-0.00253,0.002711,0.010902,-0.01074,0.017805,0.002163,0.003045
20.06.11,0.008656,0.008732,-0.00054,-0.00784,0.006371,-0.00366,0.005342,0.005395
21.06.11,0.011851,0.010789,0.017857,0.010623,0.01524,0.030136,0.015891,0.013423
22.06.11,-0.00444,-0.00931,-0.01329,-0.00538,-0.01178,0.005088,-0.00547,-0.00647
23.06.11,-0.00081,-0.01729,-0.0097,-0.01524,0.014723,-0.00253,-0.00258,-0.00283
24.06.11,-0.0134,-0.02116,-0.02231,-0.01448,-0.02349,0.004567,-0.01056,-0.01173
27.06.11,0.037037,0.014848,0.017251,0.009876,0.006604,0.010104,0.008067,0.009184
28.06.11,0.023809,0.021946,0.008753,-0.00853,0.007029,0.004001,0.01369,0.012944
29.06.11,-0.00698,0.007786,0.006508,0.023015,-0.00465,0.033624,0.008723,0.008283
30.06.11,0.014832,0.014081,0.016164,0.012114,0.035998,0.003373,0.009707,0.010119
01.07.11,0.000769,0.007742,0.018028,0.021739,0.016697,0.029779,0.013471,0.01441
05.07.11,0.000384,-0.005,-0.00833,-0.01323,-0.004,-0.00723,-1.80E-05,-0.00134
06.07.11,0.011525,-0.00037,0.000525,-0.01146,0.013815,-0.01316,0.001148,0.001002
07.07.11,0.016711,0.009685,0.013123,0.018738,0.021099,0.014758,0.010619,0.010454
08.07.11,0.005603,0.000728,-0.01606,-0.01404,-0.00603,-0.01408,-0.00633,-0.00696
11.07.11,-0.01077,-0.00631,-0.01896,-0.03216,-0.01039,-0.0533,-0.01934,-0.01809
12.07.11,-0.00338,-0.00012,-0.01342,-0.00101,-0.01751,-0.0181,-0.00381,-0.00443
13.07.11,0.003391,0.007205,0.007073,0.005839,0.001336,0.010238,0.005001,0.003106
14.07.11,-0.00601,-0.00291,0.001081,0.018425,-0.00934,-0.0114,-0.00804,-0.00672
15.07.11,0.011711,0.009241,-0.00648,-0.00917,0.00449,-0.0164,0.006174,0.005554
18.07.11,-0.0071,-0.00422,-0.00652,-0.00375,-0.00402,-0.01668,-0.00947,-0.00813
19.07.11,0.035728,0.011857,0.015856,0.01406,0.035009,0.007419,0.016157,0.016309
20.07.11,-0.01743,-0.00395,0.011303,0.014112,-0.00304,0.015781,0.000056,-0.00067
21.07.11,0.001293,0.020648,0.019691,0.032471,-0.00783,0.044019,0.012251,0.013546
22.07.11,0.016055,0.002352,-0.00626,-0.00237,0.014029,-0.00149,0.001438,0.000908
25.07.11,0.013803,-0.00763,-0.0042,-0.01185,-0.00432,-0.00869,-0.00627,-0.00564
26.07.11,0.006091,-0.00237,-0.0211,-0.006,-0.00586,-0.00489,-0.00454,-0.00411
27.07.11,-0.02671,-0.01256,-0.02425,-0.01858,-0.01594,-0.03638,-0.02164,-0.02031
28.07.11,0.01427,-0.02221,0,0.000246,0.000888,-0.00209,-0.00293,-0.00323
29.07.11,-0.01154,-0.0205,-0.01104,-0.00565,-0.00976,0.004191,-0.00561,-0.00645
01.08.11,-0.00474,-0.00238,0.00335,-0.00025,-0.00403,0.003652,-0.00361,-0.00413
02.08.11,-0.01724,-0.02211,-0.04229,-0.01484,-0.02338,-0.03742,-0.02564,-0.02556
03.08.11,0.004478,-0.00154,0.015108,0.001506,0.013812,0.005939,0.004954,0.005016
04.08.11,-0.0364,-0.04992,-0.05724,-0.04962,-0.04402,-0.06575,-0.05035,-0.04782
05.08.11,-0.01002,0.013272,0.002429,-0.00844,-0.00288,-0.03936,-0.00479,-0.00058
08.08.11,-0.04673,-0.06188,-0.06542,-0.09415,-0.03271,-0.16418,-0.06866,-0.06663
09.08.11,0.044935,0.020658,0.034349,0.068702,0.024366,0.138462,0.051214,0.047407
10.08.11,-0.05395,-0.04383,-0.05451,-0.05577,-0.03252,-0.10465,-0.03855,-0.04415
11.08.11,0.040909,0.052183,0.039099,0.067501,0.041646,0.06318,0.045247,0.04629
12.08.11,-0.00357,0.005868,0.012755,-0.02126,-0.0053,-0.01453,0.004764,0.005262
15.08.11,0.016335,0.031806,0.032116,0.027012,0.011622,0.047571,0.022829,0.021785
16.08.11,0,-0.01063,-0.01464,-0.02305,-0.00479,-0.04253,-0.01089,-0.00974
17.08.11,-0.00414,0.00898,0.004954,0.014988,-0.00577,-0.00301,0.000845,0.000947
18.08.11,-0.02278,-0.04342,-0.05484,-0.03774,-0.04354,-0.06265,-0.04531,-0.04459
19.08.11,-0.02513,-0.01607,-0.0163,-0.02387,-0.02934,-0.04325,-0.01536,-0.01501
22.08.11,-0.00291,0.005444,0.001325,-0.02737,0.009901,-0.02652,0.000037,0.000258
23.08.11,0.030859,0.049587,0.028458,0.041006,0.017028,0.04835,0.033737,0.034285
24.08.11,0.007282,-0.00163,0.011583,0.03019,0.004566,0.041362,0.011553,0.01312
25.08.11,-0.01325,-0.02407,-0.01718,-0.00307,-0.01919,0.048506,-0.0159,-0.01557
26.08.11,0.027676,0.012122,0.005825,0.013718,0.018023,0.000335,0.016437,0.015122
29.08.11,0.023366,0.020374,0.032175,0.039492,0.026555,0.048593,0.029617,0.02828
30.08.11,0.015093,-0.00283,0.004988,-0.01541,-0.00271,-0.01119,0.00376,0.002347
31.08.11,0.014106,0.001488,0.011787,0.013492,-0.00544,0.003555,0.005091,0.004922
01.09.11,-0.01466,-0.00716,-0.00674,-0.03355,-0.00696,-0.03382,-0.01212,-0.01187
02.09.11,-0.01564,-0.01837,-0.02716,-0.04601,-0.01751,-0.05333,-0.02463,-0.02528
06.09.11,-0.01124,-0.01372,-0.03236,-0.03436,-0.00509,-0.02465,-0.00813,-0.00744
07.09.11,0.019208,0.035137,0.036066,0.041268,0.027636,0.046209,0.029134,0.028646
08.09.11,0.008462,-0.01127,-0.01329,-0.03762,-0.00921,-0.03451,-0.01087,-0.01061
09.09.11,-0.01831,-0.02486,-0.03207,-0.04267,-0.0098,-0.04432,-0.02658,-0.02671
12.09.11,0.005827,0.011688,-0.0053,0.010598,0.029442,0.008227,0.00414,0.006966
13.09.11,0.005794,-0.00265,0.026649,0.002159,0.023669,0.003338,0.010801,0.00912
14.09.11,0.017665,0.013817,0.024659,0.009541,0.0171,0.012569,0.012782,0.01348
15.09.11,0.018491,0.01886,0.027866,0.030793,0.020128,0.043812,0.015462,0.017187
16.09.11,0.004817,0.007296,0.015547,-0.01124,0.019963,0.013991,0.003563,0.005707
19.09.11,0.003319,-0.0114,-0.00919,-0.02812,-0.00182,-0.04415,-0.01093,-0.0098
20.09.11,-0.00845,0.004206,-0.00865,-0.00739,0.012312,-0.02815,-0.0041,-0.00166
21.09.11,-0.03669,-0.02756,-0.04115,-0.05923,-0.01171,-0.05236,-0.02943,-0.02939
22.09.11,-0.03578,-0.03793,-0.02211,-0.03527,-0.01481,-0.06113,-0.03439,-0.03188
23.09.11,0,0.001011,0.011303,0.010933,0.025214,0.042571,0.005756,0.006082
26.09.11,0.015164,0.034771,0.023669,0.069618,0.00361,0.069656,0.021584,0.023336
27.09.11,0.009041,0.016592,0.012203,-0.00253,0.013489,0.010105,0.012842,0.010688
28.09.11,-0.0037,-0.01152,-0.01967,-0.03484,-0.0102,-0.03964,-0.02369,-0.02069
29.09.11,-0.00489,0.025114,0.026537,0.030194,-0.00448,0.037809,0.00822,0.008114
30.09.11,-0.022,-0.01692,-0.04035,-0.04046,-0.0394,-0.04777,-0.02463,-0.02497
03.10.11,-0.01446,-0.02038,-0.03482,-0.04881,-0.03351,-0.09779,-0.03192,-0.02845
04.10.11,0.033021,0.023612,0.011573,0.064921,0.029098,0.055387,0.023616,0.022488
05.10.11,0.021705,0.015378,0.027591,0.019167,0.029689,0.01312,0.019649,0.017866
06.10.11,0.017381,-0.00081,0.017027,0.049935,0.008238,0.053015,0.020555,0.018304
07.10.11,-0.00342,-0.00447,-0.00193,-0.05188,0.011802,-0.05342,-0.01092,-0.00816
10.10.11,0.026286,0.036977,0.04129,0.052117,0.026469,0.075518,0.034255,0.034125
11.10.11,0.002227,-0.00013,0,0,0.004808,0.050963,0.001062,0.000544
12.10.11,-0.00148,0.011669,0.016109,0.027864,0.005655,0.048851,0.011796,0.009795
13.10.11,0.00816,-0.01024,-0.01098,-0.04819,0.011678,-0.05343,-0.00295,-0.00297
14.10.11,0.003311,0.022784,0.023428,0.009177,0.004703,0.027496,0.017728,0.01738
17.10.11,-0.01063,-0.00819,-0.02229,-0.02665,-0.00936,-0.01655,-0.02084,-0.01937
18.10.11,0.012231,0.01833,0.029575,0.058956,0.005155,0.069817,0.020778,0.020419
19.10.11,-0.00659,-0.00583,-0.01137,-0.01886,0.035897,-0.0164,-0.01416,-0.01265
20.10.11,-0.00332,0.00357,0.006659,0.027287,-0.02599,0.023477,0.003883,0.004554
21.10.11,0.004438,0.018041,-0.01924,0.008753,0.017789,0.007314,0.019254,0.018809
24.10.11,0.001105,0.000499,0.008584,0.034411,0.023304,0.042904,0.016758,0.012873
25.10.11,-0.01398,-0.00911,-0.01398,-0.03124,0.001627,-0.02215,-0.01982,-0.02005
26.10.11,-0.00821,0.020519,0.008015,0.020603,0.002842,0.008091,0.011501,0.010537
27.10.11,0.024821,0.009991,0.062385,0.08309,0.017409,0.09695,0.036207,0.034291
28.10.11,-0.00991,-0.00489,-0.00691,-0.00891,-0.00597,-0.00029,0.000257,0.000389
31.10.11,-0.01297,-0.04161,-0.0313,-0.0526,-0.01761,-0.07523,-0.02464,-0.02474
01.11.11,-0.02403,-0.02753,-0.04129,-0.05898,-0.02608,-0.07661,-0.0286,-0.02794
02.11.11,0.00077,0.018831,0.014357,0.028432,-0.00209,0.022626,0.017069,0.016105
03.11.11,0.019992,0.019258,0.025846,0.021998,0.02348,0.032182,0.01919,0.018782
04.11.11,-0.01055,-0.00431,-0.0168,-0.01193,-0.01901,-0.0143,-0.00556,-0.00628
07.11.11,0.020952,0.010571,0,0.007948,0.022746,0.006922,0.004913,0.006296
08.11.11,0.013433,0.01109,0.005491,0.02278,0.019357,0.028478,0.011209,0.011736
09.11.11,-0.03535,-0.02971,-0.03823,-0.07082,-0.03677,-0.0818,-0.03784,-0.0367
10.11.11,0.003053,0.016927,0.013249,0.006146,0.009228,-0.00763,0.00742,0.008616
11.11.11,0.023973,0.012961,0.014944,0.016493,0.032835,0.02445,0.019767,0.019489
14.11.11,-0.00557,-0.00953,-0.01227,-0.02194,-0.00885,-0.03239,-0.00937,-0.00955
15.11.11,0.006726,0.001646,0.006211,0.004608,0.028827,-0.01269,0.004531,0.004817
16.11.11,-0.02506,-0.01062,-0.01543,-0.03762,-0.01579,-0.0414,-0.01509,-0.01662
17.11.11,-0.02033,-0.00498,-0.01944,-0.03114,-0.02406,-0.03202,-0.0172,-0.0168
18.11.11,-0.0094,0.000514,0.000639,0.004264,-0.00205,0.010769,-0.00029,-0.0004
21.11.11,-0.01186,-0.01271,-0.0262,-0.02319,-0.02964,-0.04871,-0.01865,-0.01865
22.11.11,-0.0084,-0.01144,-0.0164,-0.01672,-0.014,-0.0216,-0.00393,-0.00414
23.11.11,-0.01291,-0.01907,-0.01735,-0.03502,-0.02324,-0.03884,-0.02324,-0.0221
25.11.11,-0.00695,-0.00912,-0.00204,0.003524,0.001322,0.005104,-0.00363,-0.00269
28.11.11,0.023457,0.026252,0.006803,0.023876,0.032116,0.060093,0.030509,0.02924
29.11.11,-0.00121,0.014372,0.008108,-0.02058,0.005115,0.007585,0.002265,0.002214
30.11.11,0.029791,0.045626,0.066354,0.084384,0.056404,0.088748,0.043878,0.043315
01.12.11,-0.01173,-0.00808,0,-0.01647,0.000401,-0.01783,-0.00228,-0.00191
02.12.11,-0.00237,0,0.011314,0.061392,-0.01124,0.04372,0.000098,-0.00024
05.12.11,0.019033,0.008272,0.014916,0.036498,0.015016,0.058928,0.010289,0.010287
06.12.11,-0.00156,0.004599,0.023882,-0.00836,0.013595,-0.00268,0.000388,0.001106
07.12.11,-0.00234,0.003217,0.001196,0.023172,0.012229,0.002689,0.00191,0.002018
08.12.11,-0.00781,-0.01492,-0.02569,-0.05235,-0.03702,-0.06973,-0.02286,-0.02114
09.12.11,0.011811,0.018405,0.032495,0.029795,0.012141,0.036757,0.01773,0.016883
12.12.11,-0.00739,-0.01586,-0.02257,-0.03436,-0.04038,-0.05388,-0.01554,-0.01491
13.12.11,0.0098,0.005996,-0.00243,-0.02341,-0.01833,-0.01176,-0.01123,-0.00869
14.12.11,-0.0066,-0.01354,0.011571,0.007031,-0.01061,-0.0316,-0.01273,-0.01135
15.12.11,-0.00117,0.007427,0.010837,0.007934,0,-0.00518,0.003745,0.003243
16.12.11,0.017214,0.001624,0.013103,0.004093,-0.00343,0.004438,0.004962,0.003216
19.12.11,-0.01808,-0.00786,-0.00882,-0.03732,-0.00581,-0.04649,-0.01265,-0.01173
20.12.11,0.019389,0.031057,0.024911,0.049186,0.032258,0.045528,0.030024,0.029825
21.12.11,-0.01018,0.013659,0.023727,0.003415,-0.00671,0.00578,0.002021,0.00195
22.12.11,0.001941,0.014076,0.02996,0.034963,0.014358,0.059387,0.00891,0.008266
23.12.11,0.008524,0.011033,0.009972,0.003587,0.01582,-0.00687,0.007861,0.009035
27.12.11,0.000384,0.000704,-0.01207,-0.01609,0.006557,-0.02039,0.000019,0.000079
28.12.11,-0.00845,-0.0129,-0.00999,-0.01151,-0.01364,-0.02863,-0.01364,-0.01248
29.12.11,0.007746,0.012948,0.01346,0.023583,0.013416,0.02411,0.010773,0.010707
30.12.11,-0.00231,-0.00598,-0.00885,-0.00509,-0.01222,-0.01682,-0.00258,-0.00429
03.01.12,0.031009,0.01463,0.025126,0.05203,0.011959,0.076777,0.016152,0.015474
04.01.12,0.023725,0.000233,0.010893,0.006289,0.023227,-0.00565,-0.00045,0.000188
05.01.12,0.010219,-0.00302,-0.00054,0.020887,0.011549,0.01207,0.002928,0.002944
06.01.12,0.015354,-0.00746,0.005391,-0.00897,-0.00591,0.001403,-0.00291,-0.00254
09.01.12,-0.01299,0.004464,0.01126,-0.0017,0.008515,0.018564,0.002815,0.002262
10.01.12,0.003605,0.002573,-0.00742,0.021246,0.004909,0.031637,0.01042,0.008886
11.01.12,-0.00431,-0.00747,0.008547,0.016921,0.008206,0.042333,0.000951,0.00031
12.01.12,0.010101,-0.004,0.002648,0.005183,-0.00194,0.010553,0.003046,0.002337
13.01.12,0.008929,0.001652,-0.00475,-0.02524,-0.02369,-0.02722,-0.00531,-0.00495
17.01.12,0.000177,0.009543,-0.00531,-0.02812,-0.00398,-0.08214,0.003904,0.003553
18.01.12,-0.00089,0.008869,0.014941,0.046692,0.013978,0.028885,0.012296,0.011108
19.01.12,-0.0039,0.006709,0.006835,0.010673,0.009453,0.010334,0.00558,0.004939
20.01.12,0.056543,0.005286,0,0.011644,0.029263,0.010569,0.000881,0.000669
23.01.12,0.000673,-0.00023,-0.01097,0.00803,0.012509,0.007085,0.001606,0.000471
24.01.12,-0.01312,-0.00332,-0.00528,0,0.006926,0.001675,-0.0008,-0.00103
25.01.12,0.007498,0.000459,0.015393,-0.00159,0.000186,0.002007,0.009956,0.008672
26.01.12,-0.00203,-0.00516,-0.00314,-0.00293,-0.00558,0.014019,-0.00491,-0.00575
27.01.12,-0.00915,-0.01083,-0.0021,-0.00747,-0.00075,0.016129,0.000698,-0.00159
30.01.12,0.013,-0.00396,-0.00683,-0.00538,0.000374,-0.02073,-0.00372,-0.00252
31.01.12,-0.0027,-0.02047,-0.01005,0.007836,-0.01197,0.016209,-7.60E-05,-0.00046
01.02.12,0.012191,0.002747,0.003207,0.008043,0.00492,0.028646,0.011173,0.0089
02.02.12,0.002007,-0.00524,-0.00107,-0.00133,-0.00226,0.012658,0.001838,0.001095
03.02.12,0.009683,0.016641,0.0144,0.019441,0.017365,0.048453,0.014664,0.014605
06.02.12,-0.00132,0.009774,0.001577,-0.00366,-0.00075,-0.00716,-0.00099,-0.00042
07.02.12,0.004967,0.00688,0.006824,-0.00708,-0.00299,-0.00691,0.001391,0.002023
08.02.12,0.010214,-0.00637,0.003128,0.011355,0.007883,0.035077,0.002189,0.00216
09.02.12,0.003588,-0.00516,-0.00572,-0.01149,0.000372,-0.01665,0.001002,0.001474
10.02.12,-0.00894,-0.01272,-0.01333,-0.0066,-0.00614,-0.02184,-0.00838,-0.00689
13.02.12,0.002787,0.007399,0.010331,0.018346,0.000187,-0.00137,0.007439,0.0068
14.02.12,-0.00425,0.002961,-0.00682,-0.00992,0.002996,-0.02433,-0.00155,-0.00094
15.02.12,-0.00661,-0.0065,-0.0095,-0.01371,-0.00747,-0.01122,-0.00422,-0.00538
16.02.12,0.041098,0.015335,0.013326,0.016043,0.009217,0.031211,0.012461,0.011026
17.02.12,-0.00112,0.002459,0.014203,0.012368,0.020317,0.00642,0.001387,0.002349
21.02.12,0.00608,0.011096,0.006743,-0.00026,-0.00767,0.013366,0.000152,0.00072
22.02.12,-0.00541,0.004043,-0.00103,-0.01014,-0.01583,-0.02998,-0.00313,-0.00334
23.02.12,0.003198,0.00115,0.004642,0.011032,-0.00262,0.010816,0.005699,0.004272
24.02.12,0.003506,0.003677,-0.00363,-0.00546,0.0015,-0.01101,0.001495,0.001672
27.02.12,-0.00413,-0.00126,-0.00884,0.020376,0.007116,0.017929,0.000818,0.001355
28.02.12,0.016587,-0.00103,0.004719,0.00384,0.013016,0.016702,0.00291,0.003356
29.02.12,-0.00408,-0.00734,-0.00574,0.000765,-0.01322,-0.00478,-0.00568,-0.00474
01.03.12,0.017328,0.003815,0.003675,0.028797,-0.00074,0.02431,0.006806,0.006158
02.03.12,-0.00666,-0.00576,-0.00785,0.00644,0.002048,-0.00088,-0.00492,-0.00325
