,Prices,,,,,,
DATE,MSFT,XOM,GE,JPM,INTC,C,SPINDX
03.11.10,27.03,67.97,16.06,37.72,20.48,4.19,1197.96
04.11.10,27.14,69.38,16.51,39.8,20.97,4.33,1221.06
05.11.10,26.85,70,16.73,40.94,21.24,4.49,1225.85
08.11.10,26.81,70.32,16.71,40.51,21.23,4.44,1223.25
09.11.10,26.95,70.63,16.62,39.9,21.16,4.3,1213.4
10.11.10,26.94,71.13,16.55,40.62,21.04,4.42,1218.71
11.11.10,26.68,71.83,16.35,40.02,21.21,4.36,1213.54
12.11.10,26.27,70.99,16.25,39.61,21.53,4.29,1199.21
15.11.10,26.2,70.48,16.2,40.08,21.3,4.32,1197.75
16.11.10,25.81,68.94,15.86,39.61,21.07,4.22,1178.34
17.11.10,25.57,69.01,15.81,39.18,21.08,4.19,1178.59
18.11.10,25.84,70.31,16.04,39.66,21.02,4.3,1196.69
19.11.10,25.69,70.54,16.22,39.41,21.14,4.27,1199.73
22.11.10,25.73,70.19,16.03,38.51,21.25,4.18,1197.84
23.11.10,25.12,68.98,15.76,37.63,21.09,4.1,1180.73
24.11.10,25.37,69.88,15.94,38.16,21.39,4.17,1198.35
26.11.10,25.34,69.27,15.83,37.59,21.33,4.13,1189.4
29.11.10,25.31,69.45,15.97,37.91,21.33,4.15,1187.76
30.11.10,25.26,69.56,15.83,37.4,21.16,4.2,1180.55
01.12.10,26.04,71.33,16.3,38.15,21.48,4.3,1206.07
02.12.10,26.89,71.48,16.68,39.31,21.7,4.42,1221.53
03.12.10,27.02,71.19,16.78,39.61,21.69,4.45,1224.71
06.12.10,26.84,71.31,16.7,39.91,21.7,4.45,1223.12
07.12.10,26.87,71.46,17.03,39.25,21.58,4.62,1223.75
08.12.10,27.23,71.85,17.04,40.26,21.82,4.64,1228.28
09.12.10,27.08,72,17.13,40.81,21.81,4.69,1233
10.12.10,27.34,72.18,17.72,41.43,21.91,4.77,1240.4
13.12.10,27.25,72.36,17.62,41.51,21.5,4.81,1240.46
14.12.10,27.62,72.18,17.69,40.79,21.47,4.69,1241.59
15.12.10,27.85,71.85,17.49,40.21,21.28,4.59,1235.23
16.12.10,27.99,72.22,17.77,40.01,21.3,4.59,1242.87
17.12.10,27.9,72.17,17.7,39.67,21.46,4.7,1243.91
20.12.10,27.81,72.22,17.7,39.95,21.23,4.71,1247.08
21.12.10,28.07,72.72,17.9,41,21.1,4.74,1254.6
22.12.10,28.19,72.8,18.06,42.16,20.89,4.73,1258.84
23.12.10,28.3,73.2,18.04,42.08,20.84,4.68,1256.77
27.12.10,28.07,73.01,18.19,42.67,20.84,4.77,1257.54
28.12.10,28.01,73.42,18.32,42.61,20.88,4.78,1258.51
29.12.10,27.97,73.37,18.27,42.36,20.94,4.77,1259.78
30.12.10,27.85,73.36,18.19,42.23,21.02,4.76,1257.88
31.12.10,27.91,73.12,18.29,42.42,21.03,4.73,1257.64
03.01.11,27.98,74.55,18.28,43.58,20.85,4.9,1271.87
04.01.11,28.09,74.9,18.61,44.16,21.15,4.9,1270.2
05.01.11,28,74.7,18.64,44.7,20.94,4.97,1276.56
06.01.11,28.82,75.18,18.56,44.48,20.77,4.95,1273.85
07.01.11,28.6,75.59,18.43,43.64,20.66,4.94,1271.5
10.01.11,28.22,75.13,18.51,43.4,20.69,4.91,1269.75
11.01.11,28.11,75.69,18.63,43.6,21.05,4.94,1274.48
12.01.11,28.55,76.58,18.67,44.71,21.3,05.08,1285.96
13.01.11,28.19,76.71,18.6,44.45,21.29,05.04,1283.76
14.01.11,28.3,77.84,18.82,44.91,21.08,5.13,1293.24
18.01.11,28.66,78.71,18.6,44.75,21.08,4.8,1295.02
19.01.11,28.47,78.24,18.33,43.71,21.01,4.76,1281.92
20.01.11,28.35,77.75,18.43,44.75,20.95,4.8,1280.26
21.01.11,28.02,78.98,19.74,45.29,20.82,4.89,1283.35
24.01.11,28.38,78.59,20.04,45.02,21.24,4.86,1290.84
25.01.11,28.45,78.68,19.98,44.87,21.55,4.82,1291.18
26.01.11,28.78,79.66,19.92,44.98,21.75,4.81,1296.63
27.01.11,28.87,79.88,20.28,45.1,21.75,4.83,1299.54
28.01.11,27.75,78.99,20.2,44.54,21.46,4.72,1276.34
31.01.11,27.73,80.68,20.14,44.94,21.46,4.82,1286.12
01.02.11,27.99,83.91,20.8,45.93,21.48,4.9,1307.59
02.02.11,27.94,83.41,20.71,45.45,21.56,4.85,1304.03
03.02.11,27.65,83.44,20.75,45.46,21.57,4.81,1307.1
04.02.11,27.77,83.28,20.56,44.59,21.68,4.82,1310.87
07.02.11,28.2,83.93,20.87,45.5,21.69,4.9,1319.05
08.02.11,28.28,82.98,21.28,45.74,21.64,4.89,1324.57
09.02.11,27.97,82.55,21.31,45.11,21.46,4.84,1320.88
10.02.11,27.5,83.2,21.27,45.53,21.8,4.78,1321.87
11.02.11,27.25,82.82,21.33,46.57,21.76,4.88,1329.15
14.02.11,27.23,84.91,21.5,46.54,21.57,4.91,1332.32
15.02.11,26.96,82.97,21.46,46.82,21.45,4.91,1328.01
16.02.11,27.02,83.69,21.44,47.94,21.75,4.9,1336.32
17.02.11,27.21,83.88,21.52,47.82,21.97,4.94,1340.43
18.02.11,27.06,84.5,21.44,48,22.14,4.91,1343.01
22.02.11,26.59,85.44,20.82,46.01,21.81,4.69,1315.44
23.02.11,26.59,87.07,20.37,45.96,21.15,4.7,1307.4
24.02.11,26.77,85.97,20.58,45.91,21.29,4.69,1306.1
25.02.11,26.55,85.34,20.82,46.68,21.86,4.7,1319.88
28.02.11,26.58,85.53,20.92,46.69,21.47,4.68,1327.22
01.03.11,26.16,84.8,20.25,45.6,21.39,4.57,1306.33
02.03.11,26.08,85.08,20.32,45.21,21.49,4.6,1308.44
03.03.11,26.2,85.82,20.75,46.08,21.79,4.68,1330.97
04.03.11,25.95,85.08,20.37,45.52,21.56,4.54,1321.15
07.03.11,25.72,84.72,20.38,45.19,21.21,4.52,1310.13
08.03.11,25.91,84.6,20.63,46.4,21.13,4.64,1321.82
09.03.11,25.89,84.38,20.63,46.56,21.2,4.65,1320.02
10.03.11,25.41,81.38,20.1,45.53,20.79,4.54,1295.11
11.03.11,25.68,82.12,20.36,45.74,20.87,4.57,1304.28
14.03.11,25.69,82.38,19.92,45.3,20.84,4.54,1296.39
15.03.11,25.39,81.39,19.61,44.61,20.18,4.44,1281.87
16.03.11,24.79,79.31,18.95,43.81,19.81,4.39,1256.88
17.03.11,24.78,81.16,19.22,44.56,19.9,4.45,1273.72
18.03.11,24.8,80.85,19.25,45.74,19.93,4.5,1279.21
21.03.11,25.33,82.84,19.72,45.63,20.19,4.43,1298.38
22.03.11,25.3,82.56,19.49,45.47,20.15,4.42,1293.77
23.03.11,25.54,82.6,19.53,45.6,20.29,4.4,1297.54
24.03.11,25.81,82.73,19.78,45.73,20.38,4.43,1309.66
25.03.11,25.62,83.62,19.75,45.86,20.37,4.46,1313.8
28.03.11,25.41,83.47,19.75,45.96,20.34,4.43,1310.19
29.03.11,25.49,83.25,19.86,46.02,20.28,4.45,1319.44
30.03.11,25.61,84.49,20.11,46.45,20.46,4.45,1328.26
31.03.11,25.39,84.13,20.05,46.1,20.18,4.42,1325.83
01.04.11,25.48,84.68,20.34,46.35,19.72,4.45,1332.41
04.04.11,25.55,84.87,20.53,46.34,19.49,4.43,1332.87
05.04.11,25.78,85.42,20.33,46.58,19.71,4.47,1332.63
06.04.11,26.15,85.18,20.55,47.64,19.95,4.59,1335.54
07.04.11,26.2,85.76,20.35,47.4,20.03,4.58,1333.51
08.04.11,26.07,85.95,20.19,46.84,20.02,4.56,1328.17
11.04.11,25.98,85.16,20.18,46.86,20.12,4.53,1324.46
12.04.11,25.64,83.18,20.01,46.64,19.76,4.55,1314.16
13.04.11,25.63,83.16,19.94,46.25,19.78,4.5,1314.41
14.04.11,25.42,83.44,20,44.97,19.58,4.43,1314.52
15.04.11,25.37,84.29,20.04,44.89,19.75,4.42,1319.68
18.04.11,25.08,83.1,19.98,43.96,19.62,4.42,1305.14
19.04.11,25.15,83.8,20.27,44.65,19.86,4.53,1312.62
20.04.11,25.76,85.65,20.4,44.56,21.41,4.57,1330.36
21.04.11,25.52,86.36,19.95,44.68,21.46,4.55,1337.38
25.04.11,25.61,86.22,19.89,44.61,21.94,4.52,1335.25
26.04.11,26.19,87.42,20.1,45.12,22.48,4.51,1347.24
27.04.11,26.38,87.78,20.65,45.5,22.63,4.51,1355.66
28.04.11,26.71,87.34,20.6,45.85,22.8,4.59,1360.48
29.04.11,25.92,87.98,20.45,45.63,23.15,4.59,1363.61
02.05.11,25.66,86.97,20.48,45.18,22.91,4.49,1361.22
03.05.11,25.81,85.62,20.64,45.92,23.23,4.52,1356.62
04.05.11,26.06,84.81,20.27,45.5,23.5,4.52,1347.32
05.05.11,25.79,82.62,19.9,45.17,23.61,4.48,1335.1
06.05.11,25.87,82.69,20.01,45.04,23.25,4.52,1340.2
09.05.11,25.83,83.18,20.07,44.96,22.76,44.16,1346.29
10.05.11,25.67,83.34,20.3,45.16,23.03,44.2,1357.16
11.05.11,25.36,81.12,20.09,44.23,23.41,42.92,1342.08
12.05.11,25.32,81.05,20.14,44.09,23.71,42.42,1348.65
13.05.11,25.03,80.87,19.89,43.15,23.41,41.53,1337.77
16.05.11,24.57,80.24,19.76,42.88,23.64,41.19,1329.47
17.05.11,24.52,80.41,19.59,43.81,23.55,41.54,1328.98
18.05.11,24.69,81.74,19.76,44.08,23.88,41.24,1340.68
19.05.11,24.72,82.33,19.96,44,23.54,41.38,1343.6
20.05.11,24.49,81.57,19.62,43.13,23.22,41.02,1333.27
23.05.11,24.17,80.67,19.39,42.55,22.86,40.16,1317.37
24.05.11,24.15,81.29,19.1,42.34,22.61,40.51,1316.28
25.05.11,24.19,81.96,19.22,42.27,22.68,40.33,1320.47
26.05.11,24.67,82.39,19.42,42.45,22.5,40.22,1325.69
27.05.11,24.76,82.63,19.44,42.79,22.21,40.97,1331.1
31.05.11,25.01,83.47,19.64,43.24,22.51,41.15,1345.2
01.06.11,24.43,82.03,19.13,41.76,22,39.65,1314.55
02.06.11,24.22,81.33,19.09,41.61,22.09,40.01,1312.94
03.06.11,23.91,81.18,18.82,41.57,21.73,39.85,1300.16
06.06.11,24.01,80.29,18.46,40.53,21.83,38.07,1286.17
07.06.11,24.06,80,18.48,40.72,22.06,37.58,1284.94
08.06.11,23.94,80.76,18.51,40.39,21.82,36.81,1279.56
09.06.11,23.96,81.18,18.58,40.98,21.76,37.77,1289
10.06.11,23.71,79.78,18.32,41.05,21.38,37.92,1270.98
13.06.11,24.04,79.23,18.39,41.67,21.39,39.17,1271.83
14.06.11,24.22,80.38,18.6,41.61,21.82,38.78,1287.87
15.06.11,23.74,78.66,18.39,40.68,21.42,38,1265.42
16.06.11,24,79.22,18.44,40.36,21.42,37.63,1267.64
17.06.11,24.26,79.02,18.49,40.8,21.19,38.3,1271.5
20.06.11,24.47,79.71,18.48,40.48,21.33,38.16,1278.36
21.06.11,24.76,80.57,18.81,40.91,21.65,39.31,1295.52
22.06.11,24.65,79.82,18.56,40.69,21.4,39.51,1287.14
23.06.11,24.63,78.44,18.38,40.07,21.71,39.41,1283.5
24.06.11,24.3,76.78,17.97,39.49,21.2,39.59,1268.45
27.06.11,25.2,77.92,18.28,39.88,21.34,39.99,1280.1
28.06.11,25.8,79.63,18.44,39.54,21.49,40.15,1296.67
29.06.11,25.62,80.25,18.56,40.45,21.39,41.5,1307.41
30.06.11,26,81.38,18.86,40.94,22.16,41.64,1320.64
01.07.11,26.02,82.01,19.2,41.58,22.53,42.88,1339.67
05.07.11,26.03,81.6,19.04,41.03,22.44,42.57,1337.88
06.07.11,26.33,81.57,19.05,40.56,22.75,42.01,1339.22
07.07.11,26.77,82.36,19.3,41.32,23.23,42.63,1353.22
08.07.11,26.92,82.42,18.99,40.74,23.09,42.03,1343.8
11.07.11,26.63,81.9,18.63,39.43,22.85,39.79,1319.49
12.07.11,26.54,81.89,18.38,39.39,22.45,39.07,1313.64
13.07.11,26.63,82.48,18.51,39.62,22.48,39.47,1317.72
14.07.11,26.47,82.24,18.53,40.35,22.27,39.02,1308.87
15.07.11,26.78,83,18.41,39.98,22.37,38.38,1316.14
18.07.11,26.59,82.65,18.29,39.83,22.28,37.74,1305.44
19.07.11,27.54,83.63,18.58,40.39,23.06,38.02,1326.73
20.07.11,27.06,83.3,18.79,40.96,22.99,38.62,1325.84
21.07.11,27.1,85.02,19.16,42.29,22.81,40.32,1343.8
22.07.11,27.53,85.22,19.04,42.19,23.13,40.26,1345.02
25.07.11,27.91,84.57,18.96,41.69,23.03,39.91,1337.43
26.07.11,28.08,84.37,18.56,41.44,22.9,39.72,1331.94
27.07.11,27.33,83.31,18.11,40.67,22.53,38.27,1304.89
28.07.11,27.72,81.46,18.11,40.68,22.55,38.18,1300.67
29.07.11,27.4,79.79,17.91,40.45,22.33,38.34,1292.28
01.08.11,27.27,79.6,17.97,40.44,22.24,38.48,1286.94
02.08.11,26.8,77.84,17.21,39.84,21.72,37.04,1254.05
03.08.11,26.92,77.72,17.47,39.9,21.81,37.26,1260.34
04.08.11,25.94,73.84,16.47,37.92,20.85,34.81,1200.07
05.08.11,25.68,74.82,16.51,37.6,20.79,33.44,1199.38
08.08.11,24.48,70.19,15.43,34.06,20.11,27.95,1119.46
09.08.11,25.58,71.64,15.96,36.4,20.6,31.82,1172.53
10.08.11,24.2,68.03,15.09,34.37,19.93,28.49,1120.76
11.08.11,25.19,71.58,15.68,36.69,20.76,30.29,1172.64
12.08.11,25.1,72,15.88,35.91,20.65,29.85,1178.81
15.08.11,25.51,74.29,16.39,36.88,20.89,31.27,1204.49
16.08.11,25.35,73.5,16.15,36.03,20.79,29.94,1192.76
17.08.11,25.25,74.16,16.23,36.57,20.67,29.85,1193.89
18.08.11,24.67,70.94,15.34,35.19,19.77,27.98,1140.65
19.08.11,24.05,69.8,15.09,34.35,19.19,26.77,1123.53
22.08.11,23.98,70.18,15.11,33.41,19.38,26.06,1123.82
23.08.11,24.72,73.66,15.54,34.78,19.71,27.32,1162.35
24.08.11,24.9,73.54,15.72,35.83,19.8,28.45,1177.6
25.08.11,24.57,71.77,15.45,35.72,19.42,29.83,1159.27
26.08.11,25.25,72.64,15.54,36.21,19.77,29.84,1176.8
29.08.11,25.84,74.12,16.04,37.64,20.3,31.29,1210.08
30.08.11,26.23,73.91,16.12,37.06,20.24,30.94,1212.92
31.08.11,26.6,74.02,16.31,37.56,20.13,31.05,1218.89
01.09.11,26.21,73.49,16.2,36.3,19.99,30,1204.42
02.09.11,25.8,72.14,15.76,34.63,19.64,28.4,1173.97
06.09.11,25.51,71.15,15.25,33.44,19.54,27.7,1165.24
07.09.11,26,73.65,15.8,34.82,20.08,28.98,1198.62
08.09.11,26.22,72.82,15.59,33.51,19.9,27.98,1185.9
09.09.11,25.74,71.01,15.09,32.08,19.7,26.74,1154.23
12.09.11,25.89,71.84,15.01,32.42,20.28,26.96,1162.27
13.09.11,26.04,71.65,15.41,32.49,20.76,27.05,1172.87
14.09.11,26.5,72.64,15.79,32.8,21.12,27.39,1188.68
15.09.11,26.99,74.01,16.08,33.81,21.54,28.59,1209.11
16.09.11,27.12,74.55,16.33,33.43,21.97,28.99,1216.01
19.09.11,27.21,73.7,16.18,32.49,21.93,27.71,1204.09
20.09.11,26.98,74.01,16.04,32.25,22.2,26.93,1202.09
21.09.11,25.99,71.97,15.38,30.34,21.94,25.52,1166.76
22.09.11,25.06,69.24,15.04,29.27,21.62,23.96,1129.56
23.09.11,25.06,69.31,15.21,29.59,22.16,24.98,1136.43
26.09.11,25.44,71.72,15.57,31.65,22.24,26.72,1162.95
27.09.11,25.67,72.91,15.76,31.57,22.54,26.99,1175.38
28.09.11,25.58,72.07,15.45,30.47,22.31,25.92,1151.06
29.09.11,25.45,73.88,15.86,31.39,22.21,26.9,1160.4
30.09.11,24.89,72.63,15.22,30.12,21.34,25.62,1131.42
03.10.11,24.53,71.15,14.69,28.65,20.62,23.11,1099.23
04.10.11,25.34,72.83,14.86,30.26,21.22,24.39,1123.95
05.10.11,25.89,73.95,15.27,30.84,21.85,24.71,1144.03
06.10.11,26.34,73.89,15.53,32.38,22.03,26.02,1164.97
07.10.11,26.25,73.56,15.5,30.7,22.29,24.63,1155.46
10.10.11,26.94,76.28,16.14,32.3,22.88,26.49,1194.89
11.10.11,27,76.27,16.14,32.3,22.99,27.84,1195.54
12.10.11,26.96,77.16,16.4,33.2,23.12,29.2,1207.25
13.10.11,27.18,76.37,16.22,31.6,23.39,27.64,1203.66
14.10.11,27.27,78.11,16.6,31.89,23.5,28.4,1224.58
17.10.11,26.98,77.47,16.23,31.04,23.28,27.93,1200.86
18.10.11,27.31,78.89,16.71,32.87,23.4,29.88,1225.38
19.10.11,27.13,78.43,16.52,32.25,24.24,29.39,1209.88
20.10.11,27.04,78.71,16.63,33.13,23.61,30.08,1215.39
21.10.11,27.16,80.13,16.31,33.42,24.03,30.3,1238.25
24.10.11,27.19,80.17,16.45,34.57,24.59,31.6,1254.19
25.10.11,26.81,79.44,16.22,33.49,24.63,30.9,1229.05
26.10.11,26.59,81.07,16.35,34.18,24.7,31.15,1242
27.10.11,27.25,81.88,17.37,37.02,25.13,34.17,1284.59
28.10.11,26.98,81.48,17.25,36.69,24.98,34.16,1285.09
31.10.11,26.63,78.09,16.71,34.76,24.54,31.59,1253.3
01.11.11,25.99,75.94,16.02,32.71,23.9,29.17,1218.28
02.11.11,26.01,77.37,16.25,33.64,23.85,29.83,1237.9
03.11.11,26.53,78.86,16.67,34.38,24.2,30.78,1261.15
04.11.11,26.25,78.52,16.39,33.97,23.74,30.34,1253.23
07.11.11,26.8,79.35,16.39,34.24,24.28,30.55,1261.12
08.11.11,27.16,79.76,16.48,35.02,24.75,31.42,1275.92
09.11.11,26.2,77.39,15.85,32.54,23.84,28.85,1229.1
10.11.11,26.28,78.7,16.06,32.74,24.06,28.63,1239.7
11.11.11,26.91,79.72,16.3,33.28,24.85,29.33,1263.85
14.11.11,26.76,78.96,16.1,32.55,24.63,28.38,1251.78
15.11.11,26.74,79.09,16.2,32.7,25.34,28.02,1257.81
16.11.11,26.07,78.25,15.95,31.47,24.94,26.86,1236.91
17.11.11,25.54,77.86,15.64,30.49,24.34,26,1216.13
18.11.11,25.3,77.9,15.65,30.62,24.29,26.28,1215.65
21.11.11,25,76.91,15.24,29.91,23.57,25,1192.98
22.11.11,24.79,76.03,14.99,29.41,23.24,24.46,1188.04
23.11.11,24.47,74.58,14.73,28.38,22.7,23.51,1161.79
25.11.11,24.3,73.9,14.7,28.48,22.73,23.63,1158.67
28.11.11,24.87,75.84,14.8,29.16,23.46,25.05,1192.55
29.11.11,24.84,76.93,14.92,28.56,23.58,25.24,1195.19
30.11.11,25.58,80.44,15.91,30.97,24.91,27.48,1246.96
01.12.11,25.28,79.79,15.91,30.46,24.92,26.99,1244.58
02.12.11,25.22,79.79,16.09,32.33,24.64,28.17,1244.28
05.12.11,25.7,80.45,16.33,33.51,25.01,29.83,1257.08
06.12.11,25.66,80.82,16.72,33.23,25.35,29.75,1258.47
07.12.11,25.6,81.08,16.74,34,25.66,29.83,1261.01
08.12.11,25.4,79.87,16.31,32.22,24.71,27.75,1234.35
09.12.11,25.7,81.34,16.84,33.18,25.01,28.77,1255.19
12.12.11,25.51,80.05,16.46,32.04,24,27.22,1236.47
13.12.11,25.76,80.53,16.42,31.29,23.56,26.9,1225.73
14.12.11,25.59,79.44,16.61,31.51,23.31,26.05,1211.82
15.12.11,25.56,80.03,16.79,31.76,23.31,25.92,1215.75
16.12.11,26,80.16,17.01,31.89,23.23,26.03,1219.66
19.12.11,25.53,79.53,16.86,30.7,23.1,24.82,1205.35
20.12.11,26.03,82,17.28,32.21,23.84,25.95,1241.3
21.12.11,25.76,83.12,17.69,32.32,23.68,26.1,1243.72
22.12.11,25.81,84.29,18.05,33.45,24.02,27.65,1254
23.12.11,26.03,85.22,18.23,33.57,24.4,27.46,1265.33
27.12.11,26.04,85.28,18.01,33.03,24.56,26.9,1265.43
28.12.11,25.82,84.18,17.83,32.65,24.23,26.13,1249.64
29.12.11,26.02,85.27,18.07,33.42,24.55,26.76,1263.02
30.12.11,25.96,84.76,17.91,33.25,24.25,26.31,1257.6
03.01.12,26.765,86,18.36,34.98,24.54,28.33,1277.06
04.01.12,27.4,86.02,18.56,34.95,25.11,28.17,1277.3
05.01.12,27.68,85.76,18.55,35.68,25.4,28.51,1281.06
06.01.12,28.105,85.12,18.65,35.36,25.25,28.55,1277.81
09.01.12,27.74,85.5,18.86,35.3,25.465,29.08,1280.7
10.01.12,27.84,85.72,18.72,36.05,25.59,30,1292.08
11.01.12,27.72,85.08,18.88,36.66,25.8,31.27,1292.48
12.01.12,28,84.74,18.93,36.85,25.75,31.6,1295.5
13.01.12,28.25,84.88,18.84,35.92,25.14,30.74,1289.09
17.01.12,28.255,85.69,18.74,34.91,25.04,28.215,1293.67
18.01.12,28.23,86.45,19.02,36.54,25.39,29.03,1308.04
19.01.12,28.12,87.03,19.15,36.93,25.63,29.33,1314.5
20.01.12,29.71,87.49,19.15,37.36,26.38,29.64,1315.38
23.01.12,29.73,87.47,18.94,37.66,26.71,29.85,1316
24.01.12,29.34,87.18,18.84,37.66,26.895,29.9,1314.65
25.01.12,29.56,87.22,19.13,37.6,26.9,29.96,1326.06
26.01.12,29.5,86.77,19.07,37.49,26.75,30.38,1318.43
27.01.12,29.23,85.83,19.03,37.21,26.73,30.87,1316.33
30.01.12,29.61,85.49,18.9,37.01,26.74,30.23,1313.01
31.01.12,29.53,83.74,18.71,37.3,26.42,30.72,1312.41
01.02.12,29.89,83.97,18.77,37.6,26.55,31.6,1324.09
02.02.12,29.95,83.53,18.75,37.55,26.49,31.99,1325.54
03.02.12,30.24,84.92,19.02,38.28,26.74,33.54,1344.9
06.02.12,30.2,85.75,19.05,38.14,26.72,33.3,1344.33
07.02.12,30.35,86.34,19.18,37.87,26.64,33.07,1347.05
08.02.12,30.66,85.32,19.24,38.3,26.85,34.23,1349.96
09.02.12,30.77,84.88,19.13,37.86,26.86,33.66,1351.95
10.02.12,30.495,83.8,18.875,37.61,26.695,32.925,1342.64
13.02.12,30.58,84.42,19.07,38.3,26.7,32.88,1351.77
14.02.12,30.25,84.67,18.94,37.92,26.78,32.08,1350.5
15.02.12,30.05,84.12,18.76,37.4,26.58,31.72,1343.23
16.02.12,31.285,85.41,19.01,38,26.825,32.71,1358.04
17.02.12,31.25,85.62,19.28,38.47,27.37,32.92,1361.23
21.02.12,31.44,86.57,19.41,38.46,27.16,33.36,1362.21
22.02.12,31.27,86.92,19.39,38.07,26.73,32.36,1357.66
23.02.12,31.37,87.02,19.31,38.49,26.66,32.71,1363.46
24.02.12,31.48,87.34,19.24,38.28,26.7,32.35,1365.74
27.02.12,31.35,87.23,19.07,39.06,26.89,32.93,1367.59
28.02.12,31.87,87.14,19.16,39.21,27.24,33.48,1372.18
29.02.12,31.74,86.5,19.05,39.24,26.88,33.32,1365.68
01.03.12,32.29,86.83,19.12,40.37,26.86,34.13,1374.09
02.03.12,32.075,86.33,18.97,40.63,26.915,34.1,1369.63
05.03.12,31.8,87.01,18.85,40.4,26.54,33.68,1364.33
06.03.12,31.555,85.86,18.42,39.32,26.605,32.12,1343.36
07.03.12,31.84,85.83,18.77,39.95,26.91,33.24,1352.63
08.03.12,32.01,84.83,19.03,40.44,26.84,34,1365.91
09.03.12,31.99,84.3,19.04,41.03,27.07,34.2,1370.87
12.03.12,32.04,85.55,19.13,40.54,26.985,34.29,1371.09
13.03.12,32.67,86.86,19.59,43.39,27.49,36.45,1395.95
14.03.12,32.77,86.02,19.79,43.58,27.46,35.21,1394.28
15.03.12,32.85,86.09,20.16,44.7,27.75,36.27,1402.6
16.03.12,32.6,86.44,20.2,44.57,27.73,36.69,1404.17
19.03.12,32.2,86.99,20.21,45,27.74,37.17,1409.75
20.03.12,31.99,86.6,20.07,45.38,27.75,38.08,1405.52
21.03.12,31.91,86.01,20.07,45.12,27.775,37.8,1402.89
22.03.12,31.995,85.33,19.85,44.65,27.895,36.9,1392.78
23.03.12,32.01,85.55,19.78,45.16,27.875,37.135,1397.11
26.03.12,32.59,87.03,20.05,46.17,28.19,37.43,1416.51
27.03.12,32.52,86.62,20.04,45.89,28.19,36.78,1412.52
28.03.12,32.19,85.86,20.01,46.27,27.8,37.06,1405.54
29.03.12,32.12,86.08,19.95,45.67,28.16,36.51,1403.28
30.03.12,32.255,86.73,20.07,45.98,28.115,36.55,1408.47
02.04.12,32.29,87.07,20.02,46.13,28.38,36.87,1419.04
03.04.12,31.94,85.83,19.96,45.42,28.11,36.37,1413.38
04.04.12,31.21,84.98,19.74,44.41,27.93,35.04,1398.96
05.04.12,31.52,84.82,19.49,44.34,28.07,34.79,1398.08
09.04.12,31.1,83.88,19.2,43.89,27.76,33.97,1382.2
10.04.12,30.47,82.17,18.74,42.96,27.45,32.86,1358.59
11.04.12,30.345,82.7,19.01,44.01,27.85,33.585,1368.71
12.04.12,30.975,83.6,19.3,44.84,28.48,34.625,1387.57
13.04.12,30.81,82.95,18.88,43.21,28.09,33.41,1370.26
16.04.12,31.075,84.01,18.9,43.33,28.405,34,1369.57
17.04.12,31.44,85.45,19.34,43.9,28.47,35.08,1390.78
18.04.12,31.14,85.75,19.1,43.29,27.95,35.08,1385.14
19.04.12,31.01,85.28,19.14,43.22,27.69,34.85,1376.92
20.04.12,32.42,85.3,19.36,42.72,27.6,33.89,1378.53
23.04.12,32.12,85.69,19.07,42.85,27.45,33.25,1366.94
24.04.12,31.92,86.31,19.54,43.28,27.31,33.42,1371.97
25.04.12,32.2,86.85,19.45,43.16,27.86,33.68,1390.69
26.04.12,32.11,86.07,19.62,43.8,28.22,33.88,1399.98
27.04.12,31.98,86.08,19.78,43.34,28.38,33.5,1403.36
30.04.12,32.015,86.34,19.58,42.98,28.395,33.045,1397.91
01.05.12,32.01,87.04,19.8,43.79,28.95,33.6,1405.82
02.05.12,31.8,86.2,19.77,43.2,29.18,32.7,1402.31
03.05.12,31.76,85.65,19.61,43.01,28.56,32.48,1391.57
04.05.12,30.98,84.57,19.34,41.75,27.9,31.6,1369.1
07.05.12,30.65,84.48,19.32,41.78,27.76,31.67,1369.58
08.05.12,30.5,84.02,19.25,41.38,27.37,31.32,1363.72
09.05.12,30.76,83.31,18.91,40.64,27.19,30.45,1354.58
10.05.12,30.74,82.84,19.09,40.74,27.24,30.65,1357.99
11.05.12,31.16,83.1,19.01,36.96,27.63,29.35,1353.39
14.05.12,30.68,82.12,18.6,35.79,27.015,28.14,1338.35
15.05.12,30.21,81.79,18.4,36.24,26.88,27.79,1330.66
16.05.12,29.9,82.17,19,35.46,26.495,26.92,1324.8
17.05.12,29.72,81.91,18.88,33.93,26.19,26.41,1304.86
18.05.12,29.27,81.47,18.95,33.49,26.07,26.01,1295.22
21.05.12,29.75,82.04,19.12,32.51,26.15,26.25,1315.99
22.05.12,29.76,81.95,19.18,34.01,26.03,26.92,1316.63
23.05.12,29.11,82.04,19.18,34.26,25.44,27.15,1318.86
24.05.12,29.07,82.61,19.25,33.97,25.65,26.66,1320.68
25.05.12,29.06,82.08,19.2,33.5,25.74,26.47,1317.82
29.05.12,29.56,81.93,19.35,33.63,26.09,27.02,1332.42
30.05.12,29.34,79.79,19.04,32.96,26.13,26,1313.32
31.05.12,29.19,78.63,19.09,33.15,25.84,26.51,1310.33
01.06.12,28.45,77.92,18.54,31.93,25.14,25.39,1278.04
04.06.12,28.55,77.83,18.15,31,25.04,24.82,1278.18
05.06.12,28.505,77.6,18.24,31.99,25.43,25.75,1285.5
06.06.12,29.35,80.18,18.88,33.07,26.07,27.14,1315.13
